		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Soil 	Soil 	Wind	Wind	ISS 	Arc.
05/01/21	4:50	1.2	1.2	1.2	87	-0.8	6.0	NNW	1.00	12.0	N	-1.8	1.0	-2.0	-4.0	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.119	0.000	19.1	38	4.4	17.6	7.55	 .0755	0.00	0.6	0.0	233	1	100.0	10
05/01/21	5:00	1.2	1.2	1.2	86	-0.9	7.0	NW	1.17	13.0	N	-2.2	1.0	-2.4	-4.4	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.119	0.000	19.1	38	4.4	17.5	7.55	 .0756	0.03	0.6	0.0	233	1	100.0	10
05/01/21	5:10	1.2	1.2	1.2	86	-0.9	7.0	NNW	1.17	14.0	NNW	-2.2	1.0	-2.4	-4.4	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.119	0.000	19.1	38	4.4	17.5	7.55	 .0756	0.00	0.6	0.0	233	1	100.0	10
05/01/21	5:20	1.2	1.2	1.2	86	-0.9	7.0	NW	1.17	15.0	N	-2.2	1.0	-2.4	-4.4	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.119	0.000	19.1	38	4.4	17.5	7.55	 .0756	0.00	0.6	0.0	232	1	100.0	10
05/01/21	5:30	1.1	1.2	1.1	86	-1.0	7.0	NW	1.17	12.0	NW	-2.3	0.9	-2.5	-4.5	1022.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.1	38	4.4	17.6	7.55	 .0755	0.00	0.6	0.0	233	1	100.0	10
05/01/21	5:40	1.0	1.1	1.0	86	-1.1	7.0	NNW	1.17	11.0	NNW	-2.4	0.8	-2.6	-4.6	1022.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.1	38	4.4	17.6	7.55	 .0755	0.00	0.0	0.0	232	1	100.0	10
05/01/21	5:50	1.0	1.0	0.9	87	-0.9	6.0	NNW	1.00	13.0	NNW	-2.0	0.9	-2.1	-4.1	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.1	37	4.1	17.5	7.35	 .0756	0.00	0.6	0.0	232	1	100.0	10
05/01/21	6:00	1.0	1.1	0.9	87	-0.9	6.0	NNW	1.00	12.0	NNW	-2.0	0.9	-2.1	-4.1	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.2	37	4.1	17.6	7.35	 .0755	0.03	0.6	0.0	232	1	100.0	10
05/01/21	6:10	1.1	1.1	1.0	87	-0.9	7.0	NNW	1.17	14.0	NNW	-2.3	0.9	-2.5	-4.5	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.2	37	4.1	17.6	7.35	 .0755	0.00	0.6	0.0	234	1	100.0	10
05/01/21	6:20	1.0	1.1	1.0	87	-0.9	8.0	NNW	1.33	15.0	NNW	-2.8	0.9	-2.9	-4.8	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.120	0.000	19.2	37	4.1	17.6	7.35	 .0755	0.00	0.6	0.0	235	1	100.0	10
05/01/21	6:30	0.9	1.0	0.9	87	-1.0	9.0	NW	1.50	15.0	NW	-3.2	0.8	-3.3	-5.1	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.121	0.000	19.1	37	4.1	17.5	7.35	 .0756	0.00	0.0	0.0	232	1	100.0	10
05/01/21	6:40	0.9	0.9	0.8	87	-1.0	10.0	NW	1.67	19.0	NNW	-3.5	0.8	-3.6	-5.4	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.121	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	0.0	0.0	231	1	100.0	10
05/01/21	6:50	0.8	0.9	0.8	88	-0.9	8.0	NW	1.33	15.0	N	-2.9	0.7	-3.1	-4.9	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	19.1	37	4.1	17.5	7.35	 .0756	0.00	0.0	0.0	233	1	100.0	10
05/01/21	7:00	0.8	0.8	0.8	88	-0.9	8.0	NW	1.33	17.0	NNW	-2.9	0.7	-3.1	-4.9	1023.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	19.1	37	4.1	17.5	7.35	 .0756	0.03	0.0	0.0	231	1	100.0	10
05/01/21	7:10	0.7	0.8	0.7	88	-1.0	7.0	NW	1.17	15.0	N	-2.7	0.6	-2.8	-4.8	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	19.1	37	4.1	17.5	7.35	 .0756	0.00	-0.6	-0.6	230	1	100.0	10
05/01/21	7:20	0.6	0.7	0.6	88	-1.1	6.0	NNW	1.00	12.0	N	-2.5	0.5	-2.6	-4.6	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	230	1	100.0	10
05/01/21	7:30	0.6	0.6	0.6	88	-1.1	7.0	NW	1.17	12.0	NNW	-2.9	0.5	-3.0	-5.0	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	0.0	-0.6	235	1	100.0	10
05/01/21	7:40	0.6	0.6	0.6	88	-1.2	5.0	NNW	0.83	12.0	N	-2.1	0.4	-2.2	-4.2	1023.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	233	1	100.0	10
05/01/21	7:50	0.6	0.6	0.5	88	-1.2	7.0	NNW	1.17	14.0	N	-2.9	0.4	-3.1	-5.1	1023.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	234	1	100.0	10
05/01/21	8:00	0.6	0.6	0.5	88	-1.2	6.0	NNW	1.00	11.0	NNW	-2.6	0.4	-2.7	-4.7	1023.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	233	1	100.0	10
05/01/21	8:10	0.5	0.6	0.5	89	-1.1	7.0	NW	1.17	12.0	N	-3.0	0.4	-3.1	-5.1	1023.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.124	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	233	1	100.0	10
05/01/21	8:20	0.5	0.5	0.4	89	-1.1	7.0	NNW	1.17	12.0	NNW	-3.0	0.4	-3.1	-5.1	1023.8	0.00	0.0	4	0.06	5	0.0	0.00	0.0	0.124	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	233	1	100.0	10
05/01/21	8:30	0.5	0.5	0.4	89	-1.1	6.0	NNW	1.00	12.0	N	-2.6	0.4	-2.7	-4.6	1023.8	0.00	0.0	8	0.11	9	0.0	0.00	0.0	0.124	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	233	1	100.0	10
05/01/21	8:40	0.5	0.5	0.4	89	-1.1	6.0	NNW	1.00	11.0	N	-2.6	0.4	-2.7	-4.6	1023.8	0.00	0.0	11	0.16	11	0.0	0.00	0.0	0.124	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	-0.6	-0.6	234	1	100.0	10
05/01/21	8:50	0.5	0.6	0.4	89	-1.1	7.0	NNW	1.17	14.0	NNW	-3.0	0.4	-3.1	-4.9	1023.7	0.00	0.0	13	0.19	14	0.0	0.00	0.0	0.124	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	0.0	-0.6	233	1	100.0	10
05/01/21	9:00	0.6	0.6	0.5	89	-1.0	8.0	NNW	1.33	15.0	NW	-3.2	0.5	-3.3	-4.9	1023.7	0.00	0.0	22	0.32	35	0.0	0.00	0.0	0.123	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.03	0.0	-0.6	234	1	100.0	10
05/01/21	9:10	0.7	0.7	0.6	89	-0.9	8.0	NNW	1.33	14.0	N	-3.1	0.6	-3.2	-4.8	1023.7	0.00	0.0	32	0.46	53	0.0	0.00	0.0	0.122	0.000	19.2	37	4.1	17.6	7.35	 .0756	0.00	0.0	-0.6	232	1	100.0	10
05/01/21	9:20	0.9	0.9	0.7	89	-0.7	7.0	NNW	1.17	15.0	N	-2.6	0.8	-2.7	-3.9	1023.8	0.00	0.0	60	0.86	81	0.0	0.00	0.0	0.121	0.000	19.2	37	4.2	17.6	7.35	 .0756	0.00	0.6	0.0	233	1	100.0	10
05/01/21	9:30	1.1	1.1	0.9	88	-0.7	9.0	NNW	1.50	15.0	N	-2.9	1.0	-3.1	-3.9	1023.8	0.00	0.0	89	1.28	97	0.0	0.00	0.0	0.120	0.000	19.2	37	4.2	17.6	7.35	 .0756	0.00	2.2	0.0	231	1	100.0	10
05/01/21	9:40	1.3	1.3	1.1	88	-0.4	9.0	NNW	1.50	16.0	NNW	-2.7	1.2	-2.8	-3.4	1023.8	0.00	0.0	98	1.40	105	0.0	0.00	0.0	0.118	0.000	19.3	37	4.3	17.7	7.35	 .0755	0.00	2.2	0.0	235	1	100.0	10
05/01/21	9:50	1.4	1.4	1.3	87	-0.5	9.0	NW	1.50	15.0	NNW	-2.6	1.3	-2.7	-3.6	1023.7	0.00	0.0	83	1.19	120	0.0	0.00	0.0	0.118	0.000	19.4	37	4.4	17.8	7.35	 .0755	0.00	1.1	0.0	226	1	99.1	10
05/01/21	10:00	1.5	1.5	1.3	87	-0.4	9.0	NW	1.50	16.0	N	-2.4	1.4	-2.6	-2.9	1023.7	0.00	0.0	123	1.76	130	0.0	0.00	0.0	0.117	0.000	19.7	37	4.6	18.1	7.35	 .0754	0.05	1.1	0.0	227	1	99.6	10
05/01/21	10:10	1.5	1.6	1.5	86	-0.6	9.0	NW	1.50	19.0	N	-2.4	1.4	-2.6	-1.6	1023.7	0.00	0.0	128	1.83	139	0.0	0.00	0.0	0.117	0.000	19.9	37	4.8	18.3	7.35	 .0754	0.00	1.7	0.0	226	1	99.1	10
05/01/21	10:20	1.7	1.7	1.5	86	-0.4	11.0	NNW	1.83	19.0	NNW	-2.7	1.6	-2.8	-1.7	1023.7	0.00	0.0	140	2.01	158	0.0	0.00	0.5	0.115	0.000	20.7	36	5.1	19.1	7.24	 .0752	0.00	1.7	0.6	228	1	100.0	10
05/01/21	10:30	1.8	1.9	1.7	86	-0.3	10.0	NNW	1.67	16.0	NW	-2.3	1.7	-2.4	-1.8	1023.7	0.00	0.0	99	1.42	127	0.2	0.01	0.5	0.115	0.000	21.5	34	5.0	19.8	6.84	 .0750	0.00	2.2	0.6	223	1	97.8	10
05/01/21	10:40	1.9	1.9	1.8	85	-0.3	10.0	NW	1.67	19.0	NNW	-2.2	1.8	-2.3	-1.4	1023.7	0.00	0.0	109	1.56	135	0.5	0.04	0.5	0.114	0.000	21.8	34	5.3	20.3	6.82	 .0749	0.00	1.7	0.6	227	1	99.6	10
05/01/21	10:50	2.1	2.1	1.9	85	-0.2	10.0	NNW	1.67	20.0	N	-2.1	1.9	-2.2	-1.5	1023.7	0.00	0.0	95	1.36	123	0.5	0.04	0.5	0.113	0.000	22.3	33	5.3	20.9	6.61	 .0747	0.00	2.2	0.6	229	1	100.0	10
05/01/21	11:00	2.1	2.1	2.0	85	-0.1	10.0	NNW	1.67	20.0	N	-2.0	2.0	-2.1	-2.1	1023.6	0.00	0.0	63	0.90	69	0.5	0.04	0.5	0.113	0.000	22.1	33	5.1	20.6	6.61	 .0748	0.05	1.7	1.1	227	1	99.6	10
05/01/21	11:10	2.1	2.1	2.1	85	-0.1	8.0	NNW	1.33	14.0	NNW	-1.4	2.0	-1.5	-1.7	1023.6	0.00	0.0	50	0.72	67	0.1	0.01	0.5	0.113	0.000	21.4	34	4.9	19.8	6.84	 .0750	0.00	1.7	1.1	227	1	99.6	10
05/01/21	11:20	2.2	2.2	2.1	85	-0.0	9.0	NNW	1.50	17.0	N	-1.6	2.1	-1.7	-0.3	1023.6	0.00	0.0	133	1.91	241	0.5	0.04	0.6	0.112	0.000	21.0	34	4.5	19.2	6.85	 .0751	0.00	3.3	1.1	226	1	99.1	10
05/01/21	11:30	2.6	2.6	2.2	85	0.3	9.0	NW	1.50	15.0	N	-1.1	2.5	-1.2	0.6	1023.5	0.00	0.0	178	2.55	239	0.5	0.04	0.6	0.109	0.000	20.8	34	4.3	19.0	6.85	 .0752	0.00	3.9	1.7	231	1	100.0	10
05/01/21	11:40	2.9	2.9	2.6	84	0.5	9.0	NNW	1.50	16.0	NNW	-0.7	2.8	-0.8	0.2	1023.5	0.00	0.0	111	1.59	139	0.5	0.04	0.6	0.107	0.000	20.6	35	4.6	18.9	7.05	 .0752	0.00	2.8	1.7	230	1	100.0	10
05/01/21	11:50	2.9	2.9	2.8	84	0.5	10.0	NNW	1.67	21.0	N	-0.9	2.8	-1.1	-0.1	1023.5	0.00	0.0	109	1.56	134	0.5	0.04	0.6	0.107	0.000	20.4	35	4.5	18.8	7.05	 .0752	0.00	2.8	1.7	233	1	100.0	10
05/01/21	12:00	2.9	2.9	2.9	84	0.5	9.0	NNW	1.50	18.0	N	-0.7	2.8	-0.8	0.1	1023.4	0.00	0.0	99	1.42	132	0.5	0.04	0.6	0.107	0.000	20.3	35	4.4	18.7	7.05	 .0753	0.05	2.8	2.2	232	1	100.0	10
05/01/21	12:10	2.9	2.9	2.9	84	0.5	8.0	NNW	1.33	17.0	NW	-0.4	2.8	-0.6	-0.1	1023.4	0.00	0.0	84	1.20	93	0.5	0.04	0.5	0.107	0.000	20.2	35	4.2	18.5	7.05	 .0753	0.00	2.8	2.2	229	1	100.0	10
05/01/21	12:20	3.0	3.0	2.9	85	0.7	9.0	NNW	1.50	17.0	NNW	-0.6	2.9	-0.7	0.8	1023.3	0.00	0.0	139	1.99	178	0.5	0.04	0.6	0.106	0.000	20.1	35	4.1	18.4	7.05	 .0753	0.00	3.3	2.8	231	1	100.0	10
05/01/21	12:30	3.1	3.2	3.0	84	0.7	9.0	NNW	1.50	17.0	NNW	-0.5	3.0	-0.6	0.2	1023.2	0.00	0.0	97	1.39	139	0.5	0.04	0.6	0.106	0.000	20.1	36	4.5	18.4	7.21	 .0753	0.00	2.8	2.2	232	1	100.0	10
05/01/21	12:40	3.0	3.2	3.0	84	0.6	10.0	NNW	1.67	18.0	N	-0.9	2.9	-1.0	-0.4	1023.1	0.00	0.0	90	1.29	100	0.5	0.04	0.6	0.106	0.000	20.0	36	4.5	18.4	7.21	 .0753	0.00	2.8	2.8	230	1	100.0	10
05/01/21	12:50	3.1	3.1	3.0	85	0.8	10.0	NNW	1.67	17.0	NNW	-0.7	3.0	-0.8	0.2	1023.1	0.00	0.0	110	1.58	127	0.5	0.04	0.5	0.106	0.000	20.0	36	4.5	18.4	7.21	 .0753	0.00	3.3	2.8	231	1	100.0	10
05/01/21	13:00	3.2	3.2	3.1	85	0.9	9.0	NNW	1.50	16.0	NNE	-0.3	3.1	-0.4	0.9	1023.1	0.00	0.0	130	1.86	155	0.5	0.04	0.5	0.105	0.000	20.0	36	4.5	18.4	7.21	 .0753	0.05	3.9	3.3	230	1	100.0	10
05/01/21	13:10	3.4	3.4	3.2	84	0.9	10.0	NNW	1.67	18.0	N	-0.4	3.3	-0.5	0.6	1023.0	0.00	0.0	122	1.75	146	0.3	0.02	0.5	0.104	0.000	20.0	36	4.5	18.4	7.21	 .0753	0.00	3.3	3.3	230	1	100.0	10
05/01/21	13:20	3.4	3.4	3.3	84	0.9	11.0	NNW	1.83	20.0	NNW	-0.6	3.3	-0.7	-0.2	1022.9	0.00	0.0	89	1.28	98	0.2	0.01	0.5	0.104	0.000	20.0	36	4.5	18.4	7.21	 .0753	0.00	3.3	3.3	232	1	100.0	10
05/01/21	13:30	3.4	3.4	3.3	84	0.9	9.0	NNW	1.50	20.0	NW	-0.1	3.3	-0.2	0.1	1022.9	0.00	0.0	70	1.00	90	0.0	0.00	0.0	0.104	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.00	3.3	3.3	231	1	100.0	10
05/01/21	13:40	3.4	3.4	3.4	85	1.2	10.0	NW	1.67	17.0	NE	-0.3	3.3	-0.4	0.3	1022.9	0.00	0.0	102	1.46	113	0.0	0.00	0.0	0.103	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.00	3.3	3.3	229	1	100.0	10
05/01/21	13:50	3.5	3.5	3.4	85	1.2	10.0	NNW	1.67	21.0	N	-0.3	3.4	-0.4	0.2	1022.9	0.00	0.0	92	1.32	111	0.0	0.00	0.0	0.103	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.00	3.3	3.3	232	1	100.0	10
05/01/21	14:00	3.5	3.6	3.5	85	1.2	9.0	N	1.50	25.0	N	0.0	3.4	-0.1	0.3	1022.9	0.00	0.0	83	1.19	93	0.0	0.00	0.0	0.103	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.05	3.3	3.3	230	1	100.0	10
05/01/21	14:10	3.4	3.5	3.4	85	1.2	10.0	NNW	1.67	25.0	NNE	-0.3	3.3	-0.4	-1.3	1022.9	0.00	0.0	87	1.25	105	0.0	0.00	0.0	0.103	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.00	3.3	3.3	233	1	100.0	10
05/01/21	14:20	3.4	3.4	3.4	85	1.2	9.0	NNW	1.50	18.0	N	-0.1	3.3	-0.2	-1.0	1022.8	0.00	0.0	93	1.33	100	0.0	0.00	0.0	0.103	0.000	20.1	36	4.5	18.4	7.21	 .0753	0.00	3.3	2.8	232	1	100.0	10
05/01/21	14:30	3.5	3.5	3.4	84	1.0	9.0	NNW	1.50	19.0	NNW	0.0	3.4	-0.1	-0.8	1022.8	0.00	0.0	106	1.52	113	0.0	0.00	0.0	0.103	0.000	20.8	35	4.7	19.1	7.05	 .0751	0.00	3.3	2.8	229	1	100.0	10
05/01/21	14:40	3.5	3.5	3.4	84	1.0	10.0	NNW	1.67	23.0	N	-0.3	3.4	-0.4	-1.2	1022.8	0.00	0.0	96	1.38	123	0.0	0.00	0.0	0.103	0.000	21.6	34	5.1	20.0	6.83	 .0749	0.00	3.3	2.8	232	1	100.0	10
05/01/21	14:50	3.5	3.5	3.5	84	1.0	10.0	NW	1.67	24.0	NNW	-0.3	3.4	-0.4	-1.4	1022.7	0.00	0.0	72	1.03	79	0.0	0.00	0.0	0.103	0.000	21.6	34	5.1	20.0	6.83	 .0749	0.00	3.3	2.8	230	1	100.0	10
05/01/21	15:00	3.5	3.5	3.5	84	1.0	10.0	NNW	1.67	21.0	NNW	-0.3	3.4	-0.4	-1.6	1022.8	0.00	0.0	55	0.79	58	0.0	0.00	0.0	0.103	0.000	21.2	34	4.7	19.5	6.85	 .0750	0.05	3.3	2.8	232	1	100.0	10
05/01/21	15:10	3.5	3.6	3.5	84	1.0	8.0	NNW	1.33	17.0	N	0.3	3.4	0.2	-1.3	1022.7	0.00	0.0	45	0.65	49	0.0	0.00	0.0	0.103	0.000	20.7	35	4.7	19.1	7.05	 .0751	0.00	2.8	2.8	231	1	100.0	10
05/01/21	15:20	3.4	3.5	3.4	84	1.0	9.0	N	1.50	18.0	N	-0.1	3.3	-0.2	-1.6	1022.8	0.00	0.0	43	0.62	62	0.0	0.00	0.0	0.103	0.000	20.4	35	4.4	18.7	7.05	 .0752	0.00	2.8	2.8	232	1	100.0	10
05/01/21	15:30	3.3	3.4	3.3	84	0.9	11.0	N	1.83	22.0	N	-0.7	3.2	-0.8	-2.3	1022.8	0.00	0.0	24	0.34	26	0.0	0.00	0.0	0.104	0.000	20.2	35	4.3	18.6	7.05	 .0752	0.00	2.8	2.2	234	1	100.0	10
05/01/21	15:40	3.2	3.3	3.2	84	0.7	7.0	NW	1.17	15.0	NNW	0.2	3.1	0.1	-1.8	1022.8	0.00	0.0	16	0.23	19	0.0	0.00	0.0	0.105	0.000	20.1	36	4.5	18.4	7.21	 .0753	0.00	2.2	2.2	234	1	100.0	10
05/01/21	15:50	3.0	3.2	3.0	84	0.6	8.0	NW	1.33	14.0	NNW	-0.3	2.9	-0.4	-2.3	1022.8	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.106	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.00	2.2	2.2	233	1	100.0	10
05/01/21	16:00	2.9	3.0	2.9	85	0.6	8.0	NW	1.33	14.0	N	-0.4	2.8	-0.6	-2.4	1023.0	0.00	0.0	6	0.09	7	0.0	0.00	0.0	0.107	0.000	19.9	36	4.4	18.3	7.21	 .0753	0.03	2.2	2.2	232	1	100.0	10
05/01/21	16:10	2.8	2.9	2.8	85	0.6	7.0	NNW	1.17	13.0	NNW	-0.2	2.7	-0.3	-2.4	1023.0	0.00	0.0	3	0.04	5	0.0	0.00	0.0	0.108	0.000	19.8	36	4.3	18.2	7.20	 .0754	0.00	1.7	1.7	230	1	100.0	10
05/01/21	16:20	2.7	2.8	2.7	85	0.4	7.0	NW	1.17	13.0	NW	-0.4	2.6	-0.5	-2.6	1023.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.109	0.000	19.8	36	4.3	18.2	7.20	 .0754	0.00	1.7	1.7	232	1	100.0	10
05/01/21	16:30	2.6	2.7	2.6	85	0.3	7.0	N	1.17	15.0	NNW	-0.6	2.4	-0.7	-2.7	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	19.8	36	4.3	18.2	7.20	 .0754	0.00	1.7	1.7	233	1	100.0	10
05/01/21	16:40	2.5	2.6	2.5	85	0.2	5.0	N	0.83	10.0	NNW	0.2	2.4	0.1	-2.0	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	19.8	36	4.3	18.2	7.20	 .0754	0.00	1.7	1.7	232	1	100.0	10
05/01/21	16:50	2.4	2.5	2.4	86	0.3	5.0	N	0.83	11.0	NNW	0.1	2.3	-0.1	-2.2	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.8	36	4.3	18.2	7.20	 .0754	0.00	1.7	1.7	232	1	100.0	10
05/01/21	17:00	2.3	2.4	2.3	86	0.2	6.0	NNW	1.00	12.0	NNW	-0.4	2.2	-0.6	-2.7	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.7	37	4.6	18.2	7.35	 .0754	0.03	1.7	1.7	231	1	100.0	10
05/01/21	17:10	2.3	2.3	2.3	87	0.3	7.0	NW	1.17	12.0	NNW	-0.9	2.2	-1.0	-3.1	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.7	37	4.6	18.2	7.35	 .0754	0.00	1.7	1.7	232	1	100.0	10
05/01/21	17:20	2.3	2.3	2.3	86	0.2	6.0	NNW	1.00	11.0	NNW	-0.5	2.2	-0.6	-2.7	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	19.7	37	4.6	18.1	7.35	 .0754	0.00	1.7	1.1	230	1	100.0	10
05/01/21	17:30	2.2	2.3	2.2	86	0.1	7.0	NW	1.17	15.0	NW	-0.9	2.1	-1.1	-3.1	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	19.7	37	4.6	18.1	7.35	 .0754	0.00	1.7	1.1	233	1	100.0	10
05/01/21	17:40	2.2	2.2	2.2	87	0.3	6.0	NW	1.00	11.0	NNW	-0.6	2.1	-0.7	-2.8	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	19.6	37	4.5	18.1	7.35	 .0754	0.00	1.7	1.1	231	1	100.0	10
05/01/21	17:50	2.2	2.2	2.2	87	0.2	7.0	NNW	1.17	12.0	NNW	-1.0	2.1	-1.1	-3.2	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	19.6	37	4.5	18.0	7.35	 .0754	0.00	1.1	1.1	231	1	100.0	10
05/01/21	18:00	2.0	2.2	2.0	87	0.1	6.0	NNW	1.00	10.0	NW	-0.8	1.9	-0.9	-3.1	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	19.5	37	4.4	17.9	7.35	 .0754	0.03	0.6	0.6	232	1	100.0	10
05/01/21	18:10	1.9	2.1	1.8	87	-0.0	6.0	NNW	1.00	13.0	N	-0.9	1.8	-1.1	-3.2	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.114	0.000	19.5	37	4.4	17.9	7.35	 .0755	0.00	0.6	0.6	230	1	100.0	10
05/01/21	18:20	1.8	1.9	1.8	88	0.0	6.0	NW	1.00	13.0	N	-1.1	1.7	-1.2	-3.3	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.4	37	4.4	17.8	7.35	 .0755	0.00	0.6	0.6	230	1	100.0	10
05/01/21	18:30	1.7	1.8	1.7	88	-0.1	6.0	N	1.00	11.0	N	-1.2	1.7	-1.2	-3.3	1023.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.4	37	4.3	17.8	7.35	 .0755	0.00	0.6	0.0	229	1	100.0	10
05/01/21	18:40	1.6	1.7	1.6	88	-0.2	7.0	NNW	1.17	13.0	N	-1.7	1.6	-1.7	-3.8	1023.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.116	0.000	19.4	37	4.3	17.8	7.35	 .0755	0.00	0.6	0.0	233	1	100.0	10
05/01/21	18:50	1.7	1.7	1.6	88	-0.1	7.0	NNW	1.17	13.0	N	-1.6	1.6	-1.7	-3.7	1023.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.116	0.000	19.3	37	4.3	17.7	7.35	 .0755	0.00	1.1	0.6	231	1	100.0	10
05/01/21	19:00	1.7	1.7	1.6	88	-0.1	7.0	NNW	1.17	12.0	NNW	-1.6	1.7	-1.6	-3.7	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.3	37	4.3	17.7	7.35	 .0755	0.03	1.1	0.6	231	1	100.0	10
05/01/21	19:10	1.8	1.8	1.7	88	0.1	7.0	NNW	1.17	13.0	NNW	-1.4	1.8	-1.4	-3.5	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.3	37	4.3	17.7	7.35	 .0755	0.00	1.1	1.1	232	1	100.0	10
05/01/21	19:20	1.8	1.9	1.8	88	0.1	8.0	NW	1.33	15.0	NW	-1.7	1.8	-1.8	-3.8	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.3	37	4.3	17.7	7.35	 .0755	0.00	1.1	0.6	230	1	100.0	10
05/01/21	19:30	1.8	1.9	1.8	88	0.0	7.0	NNW	1.17	14.0	NNW	-1.4	1.7	-1.5	-3.6	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	19.4	37	4.3	17.8	7.35	 .0755	0.00	1.1	0.6	230	1	100.0	10
05/01/21	19:40	1.6	1.8	1.6	88	-0.2	7.0	NW	1.17	12.0	NNW	-1.7	1.6	-1.7	-3.8	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.116	0.000	19.4	37	4.4	17.8	7.35	 .0755	0.00	1.1	0.6	230	1	100.0	10
05/01/21	19:50	1.5	1.7	1.5	88	-0.3	7.0	NW	1.17	13.0	NW	-1.8	1.4	-1.9	-3.9	1023.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.117	0.000	19.4	37	4.4	17.8	7.35	 .0755	0.00	0.6	0.6	233	1	100.0	10
